Symbol,現價,DPI,5D_DPI,Edge,防禦價,位階,戰術,板塊
SPYM,84.16,60.58,61.0,-12.25,77.0,逆轉,⏳ 觀望,EQUITY
SPYT,17.44,84.56,84.56,-11.37,16.0,逆轉,⏳ 觀望,指數基金
SPYX,58.48,78.37,4.39,-12.51,58.0,逆轉,⏳ 觀望,指數基金
SR,90.84,65.91,62.48,-17.86,65.0,逆轉,⏳ 觀望,公用事業
SRCE,73.18,78.27,0.0,-21.64,65.0,逆轉,⏳ 觀望,金融
SRET,22.78,30.16,94.44,-11.05,14.0,逆轉,⏳ 觀望,指數基金
SRLN,40.53,64.99,42.19,-2.89,39.0,止跌回升,⏳ 觀望,指數基金
SSB,97.89,59.71,66.59,-24.93,90.0,逆轉,⏳ 觀望,金融
SSG,16.92,60.34,56.63,-61.23,20.0,反彈,⏳ 觀望,指數基金
ST,42.32,76.82,49.84,-38.81,37.5,牛勢,⏳ 觀望,科技
STBA,44.1,65.6,0.0,-23.59,20.0,逆轉,⏳ 觀望,金融
STCE,65.36,55.91,94.2,-59.95,68.0,牛勢,⏳ 觀望,指數基金
STE,220.4,69.74,53.97,-23.85,210.0,反彈,⏳ 觀望,醫療
STEP,49.9,45.51,65.75,-42.11,50.0,牛勢,⏳ 觀望,金融
STEX,1.0,64.45,65.63,-136.19,0.5,逆轉,⏳ 觀望,金融
STHH,100.16,86.37,0.0,-45.97,80.0,牛勢,⏳ 觀望,指數基金
STN,88.6,64.29,0.0,-25.35,70.0,反彈,⏳ 觀望,工業
STNE,11.98,52.14,60.24,-50.1,9.47,逆轉,⏳ 觀望,科技
STNG,79.09,62.16,59.68,-37.84,67.5,牛勢,⏳ 觀望,能源
STOK,33.73,65.39,69.57,-64.22,30.0,逆轉,⏳ 觀望,醫療
STPZ,54.4,41.33,99.19,-2.03,53.0,止跌回升,⏳ 觀望,指數基金
STRF,100.48,66.86,39.02,-25.42,90.0,逆轉,⏳ 觀望,科技
STRL,505.38,77.03,68.72,-56.72,360.0,牛勢,⏳ 觀望,工業
STRO,33.75,63.97,46.85,-88.95,12.5,牛勢,⏳ 觀望,醫療
STRV,46.0,84.81,0.0,-12.94,40.0,逆轉,⏳ 觀望,指數基金
SUI,127.6,66.93,53.1,-20.03,115.0,逆轉,⏳ 觀望,Real Estate
SUIG,1.54,77.81,53.92,-152.75,7.5,牛勢,⏳ 觀望,金融
SVXY,50.58,58.27,61.35,-29.98,20.0,逆轉,⏳ 觀望,指數基金
SWK,79.83,67.57,66.64,-39.58,72.5,牛勢,⏳ 觀望,工業
SWKS,62.65,78.42,71.13,-33.42,50.0,牛勢,⏳ 觀望,科技
SXI,269.3,69.46,69.46,-34.14,300.0,逆轉,⏳ 觀望,工業
SXT,124.65,65.93,52.67,-35.14,95.0,牛勢,⏳ 觀望,Basic Materials
SYBT,70.54,70.44,0.0,-26.48,65.0,逆轉,⏳ 觀望,金融
SYF,76.82,41.32,61.73,-30.2,72.5,牛勢,⏳ 觀望,金融
SYM,59.68,61.95,59.01,-86.83,47.5,牛勢,⏳ 觀望,工業
SYNA,91.74,67.77,64.21,-44.78,60.0,牛勢,⏳ 觀望,科技
SYRE,71.91,69.42,61.68,-66.24,55.0,牛勢,⏳ 觀望,醫療
T,25.55,63.7,57.78,-21.59,25.0,反彈,⏳ 觀望,通訊
TALO,15.18,67.85,62.73,-48.64,12.5,牛勢,⏳ 觀望,能源
TAN,58.71,73.4,71.86,-36.8,48.0,逆轉,⏳ 觀望,指數基金
TBIL,49.94,63.97,58.84,-0.39,50.0,止跌回升,⏳ 觀望,指數基金
TCBI,100.29,76.4,68.15,-28.94,100.0,逆轉,⏳ 觀望,金融
TCBK,50.73,50.53,89.88,-23.58,25.0,逆轉,⏳ 觀望,金融
TCMD,24.24,62.46,52.82,-68.2,22.5,止跌回升,⏳ 觀望,醫療
TCOM,53.23,44.93,68.46,-37.18,50.0,反彈,⏳ 觀望,消費
TD,105.66,64.36,59.39,-15.76,90.0,逆轉,⏳ 觀望,金融
TDAY,7.17,64.71,58.72,-47.06,6.0,牛勢,⏳ 觀望,通訊
TDC,26.45,83.07,78.65,-53.54,22.5,逆轉,⏳ 觀望,科技
TDW,91.85,76.36,71.1,-52.22,65.0,牛勢,⏳ 觀望,能源
TE,5.35,56.41,62.28,-115.89,4.5,牛勢,⏳ 觀望,工業
TECX,28.83,68.13,75.61,-84.36,5.0,牛勢,⏳ 觀望,醫療
TEK,33.09,75.32,0.0,-24.04,23.0,牛勢,⏳ 觀望,指數基金
TESL,13.43,85.02,0.0,-51.55,12.0,逆轉,⏳ 觀望,指數基金
TEVA,31.27,60.33,47.05,-38.37,26.0,逆轉,⏳ 觀望,醫療
TEX,62.67,71.51,71.69,-47.55,60.0,逆轉,⏳ 觀望,工業
TFC,51.25,77.26,70.27,-22.92,42.5,牛勢,⏳ 觀望,金融
TFI,45.74,63.95,33.07,-2.82,45.0,止跌回升,⏳ 觀望,指數基金
TFII,141.0,74.84,61.83,-36.51,120.0,牛勢,⏳ 觀望,工業
TFIN,68.4,66.73,48.39,-45.37,55.0,牛勢,⏳ 觀望,金融
TFSL,14.97,64.17,68.3,-21.75,25.0,逆轉,⏳ 觀望,金融
TG,9.37,60.64,0.0,-41.49,2.5,牛勢,⏳ 觀望,工業
THD,68.59,12.81,72.78,-22.14,70.0,逆轉,⏳ 觀望,指數基金
THO,78.66,79.07,74.78,-36.61,75.0,反彈,⏳ 觀望,消費
THRO,38.68,65.81,78.93,-13.12,28.0,逆轉,⏳ 觀望,指數基金
TIGO,82.86,77.86,70.49,-33.93,65.0,牛勢,⏳ 觀望,通訊
TIMB,25.86,65.56,50.09,-30.37,25.0,反彈,⏳ 觀望,通訊
TIP,111.81,65.78,59.75,-3.56,109.0,止跌回升,⏳ 觀望,指數基金
TIPX,19.36,79.45,79.66,-2.68,21.0,止跌回升,⏳ 觀望,指數基金
TKO,186.19,75.19,69.21,-30.51,170.0,止跌回升,⏳ 觀望,通訊
TLH,100.58,64.82,65.99,-8.15,97.0,止跌回升,⏳ 觀望,指數基金
TM,192.22,65.85,62.99,-28.47,190.0,止跌回升,⏳ 觀望,消費
TMDX,108.18,65.95,59.68,-54.1,105.0,逆轉,⏳ 觀望,醫療
TMFC,73.98,77.75,0.0,-14.02,70.0,逆轉,⏳ 觀望,指數基金
TMHC,63.24,52.83,62.83,-32.0,55.0,逆轉,⏳ 觀望,消費
TMP,84.57,75.78,0.0,-28.47,55.0,逆轉,⏳ 觀望,金融
TNDM,19.82,60.21,56.89,-73.01,22.0,逆轉,⏳ 觀望,醫療
TNET,40.32,66.66,49.63,-42.57,35.0,牛勢,⏳ 觀望,工業
TNL,65.36,78.06,64.42,-35.7,60.0,止跌回升,⏳ 觀望,消費
TNXP,12.85,73.72,54.11,-92.27,12.5,逆轉,⏳ 觀望,醫療
TOTL,39.66,58.98,64.44,-3.31,39.0,止跌回升,⏳ 觀望,指數基金
TOWN,35.77,76.4,60.4,-22.5,25.0,逆轉,⏳ 觀望,金融
TPB,79.92,63.39,48.53,-55.4,85.0,牛勢,⏳ 觀望,防禦性消費
TPL,436.85,66.29,70.69,-46.05,400.0,牛勢,⏳ 觀望,能源
TR,41.7,60.38,0.0,-25.35,37.5,逆轉,⏳ 觀望,Consumer Defensive
TRC,20.17,61.9,0.0,-23.06,12.5,牛勢,⏳ 觀望,工業
TRGP,241.31,60.72,46.44,-26.94,230.0,牛勢,⏳ 觀望,能源
TRI,88.99,81.36,79.06,-37.91,75.0,逆轉,⏳ 觀望,工業
TRIP,11.2,39.54,60.12,-52.61,8.0,牛勢,⏳ 觀望,消費
TRMB,66.43,66.38,63.75,-26.97,55.0,反彈,⏳ 觀望,科技
TRN,31.73,66.84,73.71,-30.75,24.0,逆轉,⏳ 觀望,工業
TROW,101.36,74.55,70.37,-24.14,85.0,逆轉,⏳ 觀望,金融
TRP,61.91,60.19,49.92,-17.41,57.5,反彈,⏳ 觀望,能源
TRST,47.0,75.95,0.0,-24.39,25.0,逆轉,⏳ 觀望,金融
TRV,303.7,64.24,54.0,-18.1,270.0,逆轉,⏳ 觀望,金融
TS,63.19,77.44,61.61,-27.1,52.5,牛勢,⏳ 觀望,能源
TSL,14.67,68.24,72.6,-58.92,14.0,逆轉,⏳ 觀望,指數基金
TSLA,377.45,60.99,63.56,-47.1,350.0,逆轉,⏳ 觀望,消費
TSLR,20.88,62.86,63.89,-95.04,19.0,牛勢,⏳ 觀望,指數基金
TSLT,17.13,64.25,57.52,-94.76,12.0,牛勢,⏳ 觀望,指數基金
TSLW,22.87,66.01,61.88,-56.49,22.0,逆轉,⏳ 觀望,指數基金
TSLX,18.81,61.79,61.6,-21.76,17.5,逆轉,⏳ 觀望,金融
TSLY,29.2,64.4,56.14,-38.68,20.0,逆轉,⏳ 觀望,指數基金
TSPY,25.24,71.83,64.76,-12.16,22.0,逆轉,⏳ 觀望,指數基金
TSSI,15.09,63.92,47.07,-128.25,14.5,牛勢,⏳ 觀望,科技
TT,485.92,65.21,56.53,-26.96,390.0,牛勢,⏳ 觀望,工業
TTE,88.75,63.84,60.28,-22.66,67.5,牛勢,⏳ 觀望,能源
TTEK,31.54,61.6,63.77,-35.05,30.0,反彈,⏳ 觀望,工業
TU,12.16,79.0,67.89,-19.0,12.5,反彈,⏳ 觀望,通訊
TUR,43.0,79.43,78.01,-21.99,30.0,逆轉,⏳ 觀望,指數基金
TUSK,2.64,51.48,62.53,-57.67,7.5,牛勢,⏳ 觀望,工業
TUYA,2.35,62.18,35.92,-48.21,2.0,逆轉,⏳ 觀望,科技
TVTX,40.81,69.22,57.72,-71.32,37.5,牛勢,⏳ 觀望,醫療
TWM,24.85,66.88,63.09,-38.47,38.0,止跌回升,⏳ 觀望,指數基金
TXG,22.35,78.32,64.5,-65.22,12.5,牛勢,⏳ 觀望,醫療
TXT,89.12,56.6,62.99,-24.39,110.0,止跌回升,⏳ 觀望,工業
UAN,135.0,69.01,0.0,-37.88,190.0,牛勢,⏳ 觀望,Basic Materials
UBOT,27.6,62.37,0.0,-46.04,24.0,牛勢,⏳ 觀望,指數基金
UBSI,44.0,85.84,68.67,-23.54,25.0,逆轉,⏳ 觀望,金融
UCB,33.69,41.92,65.3,-25.6,40.0,逆轉,⏳ 觀望,金融
UCTT,81.1,68.29,50.5,-66.55,70.0,牛勢,⏳ 觀望,科技
UE,21.7,77.29,62.79,-19.65,17.5,逆轉,⏳ 觀望,Real Estate
UEC,15.4,64.18,51.9,-73.53,13.0,牛勢,⏳ 觀望,能源
UFPT,200.26,76.91,75.5,-43.8,180.0,反彈,⏳ 觀望,醫療
UGE,18.9,93.22,47.58,-24.54,20.0,反彈,⏳ 觀望,指數基金
UHS,184.0,72.9,58.83,-31.97,165.0,逆轉,⏳ 觀望,醫療
ULS,88.57,61.0,56.1,-38.77,90.0,牛勢,⏳ 觀望,工業
ULTA,540.0,70.01,65.84,-34.25,530.0,反彈,⏳ 觀望,消費
UMAC,14.88,60.26,44.57,-120.85,13.0,牛勢,⏳ 觀望,科技
UMBF,124.14,75.44,74.91,-27.32,125.0,逆轉,⏳ 觀望,金融
UMDD,32.5,67.1,0.0,-47.29,23.0,牛勢,⏳ 觀望,指數基金
UMH,15.52,70.93,64.17,-18.86,12.5,逆轉,⏳ 觀望,房地產
UNFI,48.15,61.24,54.72,-48.49,43.0,牛勢,⏳ 觀望,Consumer Defensive
UNIT,11.8,55.26,62.96,-53.32,7.0,牛勢,⏳ 觀望,Real Estate
UNL,6.48,23.69,91.56,-37.07,1.0,止跌回升,⏳ 觀望,指數基金
UNP,268.95,60.75,55.95,-21.07,220.0,逆轉,⏳ 觀望,工業
UPB,9.29,71.56,64.74,-102.98,7.5,牛勢,⏳ 觀望,醫療
UPBD,19.16,67.99,57.82,-50.52,15.0,逆轉,⏳ 觀望,科技
UPV,95.55,77.44,0.0,-28.16,101.0,逆轉,⏳ 觀望,指數基金
UPWK,10.66,50.76,71.39,-57.05,10.0,反彈,⏳ 觀望,通訊
URBN,72.35,78.34,71.18,-48.23,79.0,牛勢,⏳ 觀望,消費
URGN,23.77,74.14,52.77,-112.76,21.0,牛勢,⏳ 觀望,醫療
URI,960.0,59.53,61.42,-40.07,830.0,牛勢,⏳ 觀望,工業
URTH,195.44,63.39,78.61,-12.02,173.0,逆轉,⏳ 觀望,指數基金
URTY,70.98,69.86,69.29,-56.89,60.0,牛勢,⏳ 觀望,指數基金
USAS,5.91,60.59,58.9,-82.69,1.0,牛勢,⏳ 觀望,Basic Materials
USB,56.01,58.35,60.61,-21.88,50.0,逆轉,⏳ 觀望,金融
USHY,37.23,81.61,73.85,-3.76,36.0,止跌回升,⏳ 觀望,指數基金
USIG,51.56,72.92,60.11,-4.17,50.0,止跌回升,⏳ 觀望,指數基金
USLM,129.01,77.85,0.0,-36.65,125.0,牛勢,⏳ 觀望,Basic Materials
USMC,66.34,43.78,78.78,-12.36,57.0,逆轉,⏳ 觀望,指數基金
USPX,59.03,89.89,0.0,-12.42,49.0,逆轉,⏳ 觀望,指數基金
USRT,63.01,75.82,51.29,-13.35,60.0,逆轉,⏳ 觀望,指數基金
UTES,83.74,75.61,66.74,-20.02,75.0,逆轉,⏳ 觀望,指數基金
UTHY,40.88,65.11,0.0,-9.66,39.0,止跌回升,⏳ 觀望,指數基金
UTI,36.17,72.21,65.84,-54.2,30.0,牛勢,⏳ 觀望,Consumer Defensive
UTWO,48.54,35.09,70.4,-1.3,38.0,止跌回升,⏳ 觀望,指數基金
UUUU,21.27,60.05,56.61,-91.76,10.0,牛勢,🎯 進攻獵人 (BC),能源
UVV,53.61,53.57,71.54,-24.71,50.0,反彈,⏳ 觀望,Consumer Defensive
UWM,57.77,80.25,68.76,-37.75,56.0,牛勢,⏳ 觀望,指數基金
VAC,72.36,72.46,72.65,-54.46,50.0,牛勢,⏳ 觀望,消費
VB,283.58,71.92,54.1,-16.56,275.0,逆轉,⏳ 觀望,指數基金
VC,112.95,66.61,72.17,-36.02,120.0,牛勢,⏳ 觀望,消費
VCLT,74.96,49.97,64.46,-8.15,72.0,止跌回升,⏳ 觀望,指數基金
VCRB,76.21,79.67,72.11,-3.69,69.0,止跌回升,⏳ 觀望,指數基金
VCSH,79.45,71.9,67.72,-1.88,78.0,止跌回升,⏳ 觀望,指數基金
VCTR,76.17,63.47,72.13,-30.09,60.0,牛勢,⏳ 觀望,金融
VCYT,33.85,75.49,71.36,-51.06,25.0,逆轉,⏳ 觀望,醫療
VECO,49.75,75.78,70.34,-49.28,38.0,牛勢,⏳ 觀望,科技
VEL,19.37,63.17,0.0,-24.67,17.5,逆轉,⏳ 觀望,金融
VEU,80.22,74.02,43.72,-14.18,78.0,逆轉,⏳ 觀望,指數基金
VFMF,163.74,82.15,0.0,-13.36,80.0,逆轉,⏳ 觀望,指數基金
VFMO,221.21,85.02,0.0,-20.53,190.0,逆轉,⏳ 觀望,指數基金
VGIT,59.51,91.63,76.49,-3.45,59.0,止跌回升,⏳ 觀望,指數基金
VGSH,58.51,73.05,60.67,-1.3,58.0,止跌回升,⏳ 觀望,指數基金
VIK,81.0,68.99,58.56,-36.18,65.0,牛勢,⏳ 觀望,消費
VIS,336.25,40.89,73.95,-15.99,325.0,逆轉,⏳ 觀望,指數基金
VIST,71.96,73.08,51.22,-48.17,45.0,牛勢,⏳ 觀望,能源
VITL,13.18,65.78,67.12,-51.98,15.0,逆轉,⏳ 觀望,防禦性消費
VLY,13.53,65.45,53.77,-28.33,8.0,逆轉,⏳ 觀望,金融
VNLA,49.17,60.94,74.08,-0.55,44.0,止跌回升,⏳ 觀望,指數基金
VNM,18.82,48.19,69.19,-26.29,17.0,逆轉,⏳ 觀望,指數基金
VNO,29.86,52.19,71.3,-31.81,24.0,牛勢,⏳ 觀望,房地產
VONV,99.19,90.82,59.99,-10.93,102.0,反彈,⏳ 觀望,指數基金
VOO,657.42,71.49,58.26,-12.27,585.0,逆轉,⏳ 觀望,指數基金
VOOG,78.39,64.9,62.86,-16.09,62.5,逆轉,⏳ 觀望,指數基金
VOT,283.14,54.35,63.88,-15.71,275.0,逆轉,⏳ 觀望,指數基金
VOX,195.8,52.1,61.47,-15.32,165.0,逆轉,⏳ 觀望,指數基金
VOXR,5.45,66.75,49.72,-52.91,5.0,逆轉,⏳ 觀望,原物料
VOYA,81.75,64.06,42.97,-28.81,65.0,牛勢,⏳ 觀望,金融
VPG,58.76,72.7,68.11,-54.42,45.0,牛勢,⏳ 觀望,科技
VPLS,78.33,82.7,74.48,-3.62,68.0,止跌回升,⏳ 觀望,指數基金
VREX,12.71,64.75,68.38,-52.13,10.0,牛勢,⏳ 觀望,醫療
VRSK,174.85,76.79,67.1,-29.09,145.0,逆轉,⏳ 觀望,工業
VRT,321.68,60.48,51.38,-54.88,220.0,牛勢,⏳ 觀望,工業
VSAT,58.66,65.26,62.97,-77.59,42.0,牛勢,⏳ 觀望,科技
VSCO,52.54,69.09,65.34,-58.88,50.0,牛勢,⏳ 觀望,消費
VSGX,72.62,76.21,50.16,-15.25,65.0,逆轉,⏳ 觀望,指數基金
VSTM,5.55,71.89,47.55,-79.52,5.0,逆轉,⏳ 觀望,醫療
VTC,77.48,74.99,45.93,-4.4,77.0,止跌回升,⏳ 觀望,指數基金
VTEC,99.71,62.56,59.39,-2.75,98.0,止跌回升,⏳ 觀望,指數基金
VTI,352.57,58.41,61.81,-12.6,320.0,逆轉,⏳ 觀望,指數基金
VTRS,14.81,81.82,68.78,-31.52,13.0,逆轉,⏳ 觀望,醫療
VTS,18.13,65.1,58.15,-33.93,17.5,反彈,⏳ 觀望,能源
VTWO,111.98,55.82,63.03,-19.0,102.0,逆轉,⏳ 觀望,指數基金
VWO,58.71,62.5,65.68,-15.23,54.0,逆轉,⏳ 觀望,指數基金
VWOB,67.22,60.54,55.88,-4.92,64.0,止跌回升,⏳ 觀望,指數基金
VXUS,82.5,65.28,54.41,-14.15,80.0,逆轉,⏳ 觀望,指數基金
VYX,6.99,80.25,79.79,-45.49,5.0,逆轉,⏳ 觀望,科技
VZ,47.1,72.18,64.28,-21.7,46.0,逆轉,⏳ 觀望,通訊
W,75.81,63.59,56.46,-63.25,75.0,逆轉,⏳ 觀望,消費
WAB,267.21,70.49,57.88,-22.76,200.0,逆轉,⏳ 觀望,工業
WASH,31.94,61.3,70.67,-34.47,20.0,反彈,⏳ 觀望,金融
WAY,25.71,56.64,61.81,-39.27,20.0,牛勢,⏳ 觀望,醫療
WDAY,117.68,59.31,63.8,-39.74,100.0,逆轉,⏳ 觀望,科技
WDC,401.92,63.83,52.36,-60.14,230.0,牛勢,⏳ 觀望,科技
WDFC,221.55,76.24,75.53,-25.93,200.0,逆轉,⏳ 觀望,Basic Materials
WDIV,78.0,72.94,0.0,-9.47,68.0,反彈,⏳ 觀望,指數基金
WEAT,23.7,81.81,57.86,-20.4,22.0,逆轉,⏳ 觀望,指數基金
WEC,115.15,73.29,66.67,-14.67,100.0,反彈,⏳ 觀望,公用事業
WERN,34.13,51.14,61.8,-39.92,30.0,牛勢,⏳ 觀望,工業
WFG,65.98,82.62,0.0,-30.19,55.0,逆轉,⏳ 觀望,Basic Materials
WFRD,110.62,69.64,48.02,-41.75,80.0,牛勢,⏳ 觀望,能源
WGO,32.51,60.43,64.75,-50.72,35.0,逆轉,⏳ 觀望,消費
WGS,66.22,59.26,68.37,-86.66,60.0,牛勢,⏳ 觀望,醫療
WHR,55.8,71.52,67.3,-43.12,50.0,逆轉,⏳ 觀望,消費
WING,177.78,63.17,56.97,-60.68,150.0,牛勢,⏳ 觀望,消費
WIP,40.92,60.27,95.55,-8.65,41.0,止跌回升,⏳ 觀望,指數基金
WIT,2.06,62.54,53.27,-31.21,2.0,止跌回升,⏳ 觀望,科技
WIX,76.44,58.83,64.26,-58.69,70.0,牛勢,⏳ 觀望,科技
WKC,26.26,91.39,62.47,-27.62,20.0,牛勢,⏳ 觀望,能源
WM,226.22,72.65,68.07,-18.16,220.0,反彈,⏳ 觀望,工業
WMG,28.67,61.17,44.58,-29.28,24.0,牛勢,⏳ 觀望,通訊
WMK,71.28,63.54,0.0,-27.37,65.0,逆轉,⏳ 觀望,防禦性消費
WMS,152.61,69.04,72.79,-38.44,150.0,逆轉,⏳ 觀望,工業
WOOF,2.96,61.55,56.21,-76.49,2.5,牛勢,⏳ 觀望,消費
WPC,72.42,63.41,66.2,-16.3,60.0,逆轉,⏳ 觀望,Real Estate
WPP,17.36,77.06,57.65,-47.48,15.0,逆轉,⏳ 觀望,通訊
WRBY,23.25,76.37,69.47,-66.8,20.0,逆轉,⏳ 觀望,醫療
WRD,8.16,61.8,54.65,-79.19,7.5,牛勢,⏳ 觀望,科技
WS,37.75,84.11,0.0,-47.73,30.0,牛勢,⏳ 觀望,Basic Materials
WSBF,17.93,64.97,0.0,-22.72,15.0,反彈,⏳ 觀望,金融
WSM,192.06,60.26,62.71,-33.48,180.0,逆轉,⏳ 觀望,消費
WSO,456.81,72.41,74.99,-31.16,350.0,牛勢,⏳ 觀望,工業
WTFC,147.91,72.61,66.25,-26.38,145.0,逆轉,⏳ 觀望,金融
WTMF,39.31,68.67,0.0,-8.56,38.0,反彈,⏳ 觀望,指數基金
WTS,303.87,78.26,76.27,-24.71,280.0,反彈,⏳ 觀望,工業
WTV,98.9,96.78,50.19,-12.33,95.0,反彈,⏳ 觀望,指數基金
WU,9.29,70.15,47.42,-29.44,8.0,牛勢,⏳ 觀望,金融
WY,25.02,60.44,47.1,-25.25,23.0,逆轉,⏳ 觀望,Real Estate
WYNN,105.53,72.99,74.23,-35.08,100.0,逆轉,⏳ 觀望,消費
XAIX,47.25,67.71,0.0,-18.73,44.0,牛勢,⏳ 觀望,指數基金
XBIL,50.14,70.67,46.91,-0.36,40.0,止跌回升,⏳ 觀望,指數基金
XCEM,43.85,65.7,49.1,-18.82,40.0,逆轉,⏳ 觀望,指數基金
XDTE,39.06,35.35,73.02,-11.5,37.0,逆轉,⏳ 觀望,指數基金
XES,127.49,95.42,60.62,-30.71,135.0,牛勢,⏳ 觀望,指數基金
XHB,107.83,69.16,62.82,-26.94,98.0,逆轉,⏳ 觀望,指數基金
XLB,51.78,73.21,60.52,-16.24,49.0,逆轉,⏳ 觀望,指數基金
XLC,115.71,77.49,72.72,-13.01,104.0,反彈,⏳ 觀望,指數基金
XLG,60.79,63.1,55.95,-13.83,63.0,逆轉,⏳ 觀望,指數基金
XLI,172.5,67.48,67.35,-14.98,162.0,逆轉,⏳ 觀望,指數基金
XLP,82.25,60.38,59.58,-12.33,80.0,止跌回升,⏳ 觀望,指數基金
XLRE,43.48,70.42,70.59,-13.49,35.0,反彈,⏳ 觀望,指數基金
XLSR,57.69,79.27,0.0,-12.6,50.0,逆轉,⏳ 觀望,指數基金
XLY,117.6,60.68,55.42,-18.54,102.5,逆轉,⏳ 觀望,指數基金
XMMO,159.78,65.16,74.05,-17.37,164.0,逆轉,⏳ 觀望,指數基金
XMTR,47.64,76.31,70.36,-80.13,35.0,牛勢,⏳ 觀望,工業
XNCR,13.09,78.05,58.3,-67.62,22.5,牛勢,⏳ 觀望,醫療
XNTK,309.68,76.05,0.0,-22.58,330.0,牛勢,⏳ 觀望,指數基金
XOMA,41.87,83.48,0.0,-56.96,22.5,牛勢,⏳ 觀望,醫療
XP,19.56,75.43,60.53,-43.96,18.0,逆轉,⏳ 觀望,金融
XPEL,46.5,75.3,0.0,-40.92,42.5,牛勢,⏳ 觀望,消費
XPH,57.93,84.83,0.0,-21.28,51.0,逆轉,⏳ 觀望,指數基金
XRT,85.24,66.97,75.27,-20.53,77.0,逆轉,⏳ 觀望,指數基金
XSD,464.25,42.55,66.99,-33.88,400.0,牛勢,⏳ 觀望,指數基金
XSMO,85.1,77.34,74.42,-17.91,83.0,逆轉,⏳ 觀望,指數基金
XTL,214.97,60.6,72.58,-27.5,195.0,牛勢,⏳ 觀望,指數基金
XVV,45.64,79.28,0.0,-13.11,39.0,逆轉,⏳ 觀望,指數基金
XXI,7.88,69.19,61.93,-106.26,7.5,牛勢,⏳ 觀望,金融
YBIT,24.45,71.87,0.0,-35.86,30.0,牛勢,⏳ 觀望,指數基金
YELP,29.1,70.42,77.1,-35.66,30.0,牛勢,⏳ 觀望,通訊
YETH,11.99,78.83,0.0,-56.49,15.0,牛勢,⏳ 觀望,指數基金
YETI,39.42,45.79,77.83,-41.76,40.0,逆轉,⏳ 觀望,消費
YUM,155.19,61.82,48.85,-20.73,150.0,止跌回升,⏳ 觀望,消費
YYY,11.5,77.05,67.29,-8.31,11.0,反彈,⏳ 觀望,指數基金
ZBIO,18.6,87.82,75.52,-124.96,17.5,逆轉,⏳ 觀望,醫療
ZBRA,221.24,76.46,64.19,-40.47,195.0,逆轉,⏳ 觀望,科技
ZD,48.21,75.99,68.79,-61.85,30.0,牛勢,⏳ 觀望,通訊
ZG,45.71,76.59,75.25,-42.91,40.0,逆轉,⏳ 觀望,通訊
ZLAB,21.99,89.62,71.4,-54.33,17.5,牛勢,⏳ 觀望,醫療
ZWS,52.8,52.43,63.11,-28.44,47.5,牛勢,⏳ 觀望,工業
